,sample_number,sampled_date,month,text_id,room,building,class,sample_site,sample_type,results,units,analysis
20982,8805329,2020-07-30,2020-07-30 00:00:00,V-93005-1-31DEC20-2,93005,9,ISO_9,V-93005-1,viable air,0,CFU_M3,EM_VAIR_M3
20983,8805330,2020-07-30,2020-07-30 00:00:00,V-93006-1-31DEC20-2,93006,9,ISO_9,V-93006-1,viable air,0,CFU_M3,EM_VAIR_M3
20984,8805331,2020-07-30,2020-07-30 00:00:00,V-93011-1-31DEC20-2,93011,9,ISO_9,V-93011-1,viable air,0,CFU_M3,EM_VAIR_M3
20985,8805332,2020-07-30,2020-07-30 00:00:00,V-93013-1-31DEC20-2,93013,9,ISO_9,V-93013-1,viable air,4,CFU_M3,EM_VAIR_M3
20986,8805335,2020-07-30,2020-07-30 00:00:00,V-93020-1-31DEC20-2,93020,9,ISO_9,V-93020-1,viable air,0,CFU_M3,EM_VAIR_M3
20987,8805333,2020-07-30,2020-07-30 00:00:00,V-93016-1-31DEC20-2,93016,9,ISO_9,V-93016-1,viable air,0,CFU_M3,EM_VAIR_M3
20988,8805334,2020-07-30,2020-07-30 00:00:00,V-93018-1-31DEC20-2,93018,9,ISO_9,V-93018-1,viable air,0,CFU_M3,EM_VAIR_M3
20989,8805336,2020-07-30,2020-07-30 00:00:00,V-93021-1-31DEC20-2,93021,9,ISO_9,V-93021-1,viable air,4,CFU_M3,EM_VAIR_M3
20990,8805337,2020-07-30,2020-07-30 00:00:00,V-93022-1-31DEC20-2,93022,9,ISO_9,V-93022-1,viable air,0,CFU_M3,EM_VAIR_M3
20991,8805338,2020-07-30,2020-07-30 00:00:00,V-93023-1-31DEC20-2,93023,9,ISO_9,V-93023-1,viable air,0,CFU_M3,EM_VAIR_M3
20992,8805339,2020-07-30,2020-07-30 00:00:00,V-93030-1-31DEC20-2,93030,9,ISO_9,V-93030-1,viable air,6,CFU_M3,EM_VAIR_M3
20993,8805340,2020-07-30,2020-07-30 00:00:00,V-93030-2-31DEC20-2,93030,9,ISO_9,V-93030-2,viable air,4,CFU_M3,EM_VAIR_M3
20994,8805341,2020-07-30,2020-07-30 00:00:00,V-93031-1-31DEC20-2,93031,9,ISO_9,V-93031-1,viable air,6,CFU_M3,EM_VAIR_M3
20995,8805342,2020-07-30,2020-07-30 00:00:00,V-93032-1-31DEC20-2,93032,9,ISO_9,V-93032-1,viable air,2,CFU_M3,EM_VAIR_M3
21015,8831603,2020-08-19,2020-08-19 00:00:00,V-92230-4-19AUG20-1,92230,9,ISO_9,V-92230-4,viable air,0,CFU_M3,EM_VAIR_M3
21016,8831591,2020-08-19,2020-08-19 00:00:00,V-91212-2-19AUG20-1,91212,9,ISO_8,V-91212-2,viable air,0,CFU_M3,EM_VAIR_M3
21017,8831593,2020-08-19,2020-08-19 00:00:00,V-91213-2-19AUG20-1,91213,9,ISO_8,V-91213-2,viable air,0,CFU_M3,EM_VAIR_M3
21018,8831595,2020-08-19,2020-08-19 00:00:00,V-91230-1-19AUG20-1,91230,9,ISO_9,V-91230-1,viable air,0,CFU_M3,EM_VAIR_M3
21019,8831599,2020-08-19,2020-08-19 00:00:00,V-91268-1-19AUG20-1,91268,9,ISO_9,V-91268-1,viable air,0,CFU_M3,EM_VAIR_M3
21020,8831601,2020-08-19,2020-08-19 00:00:00,V-92230-1-19AUG20-1,92230,9,ISO_9,V-92230-1,viable air,0,CFU_M3,EM_VAIR_M3
21021,8805343,2020-07-30,2020-07-30 00:00:00,V-93033-1-31DEC20-2,93033,9,ISO_9,V-93033-1,viable air,0,CFU_M3,EM_VAIR_M3
21022,8805346,2020-07-30,2020-07-30 00:00:00,V-93036-1-31DEC20-2,93036,9,ISO_9,V-93036-1,viable air,2,CFU_M3,EM_VAIR_M3
21023,8805344,2020-07-30,2020-07-30 00:00:00,V-93034-1-31DEC20-2,93034,9,ISO_9,V-93034-1,viable air,4,CFU_M3,EM_VAIR_M3
21024,8805345,2020-07-30,2020-07-30 00:00:00,V-93035-1-31DEC20-2,93035,9,ISO_9,V-93035-1,viable air,2,CFU_M3,EM_VAIR_M3
21025,8805347,2020-07-30,2020-07-30 00:00:00,V-93037-1-31DEC20-2,93037,9,ISO_9,V-93037-1,viable air,2,CFU_M3,EM_VAIR_M3
21026,8805348,2020-07-30,2020-07-30 00:00:00,V-93039-1-31DEC20-2,93039,9,ISO_9,V-93039-1,viable air,8,CFU_M3,EM_VAIR_M3
21027,8805349,2020-07-30,2020-07-30 00:00:00,V-93040-1-31DEC20-2,93040,9,ISO_9,V-93040-1,viable air,0,CFU_M3,EM_VAIR_M3
21028,8805350,2020-07-30,2020-07-30 00:00:00,V-93100-1-31DEC20-2,93100,9,ISO_9,V-93100-1,viable air,0,CFU_M3,EM_VAIR_M3
21029,8805351,2020-07-30,2020-07-30 00:00:00,V-93200-1-31DEC20-2,93200,9,ISO_9,V-93200-1,viable air,0,CFU_M3,EM_VAIR_M3
21030,8805352,2020-07-30,2020-07-30 00:00:00,V-93290-1-31DEC20-2,93290,9,ISO_9,V-93290-1,viable air,0,CFU_M3,EM_VAIR_M3
21031,8797518,2020-07-24,2020-07-24 00:00:00,V-91153-1-24JUL20-1,91153,9,ISO_9,V-91153-1,viable air,8,CFU_M3,EM_VAIR_M3
21051,8831605,2020-08-19,2020-08-19 00:00:00,V-92255-1-19AUG20-1,92255,9,ISO_9,V-92255-1,viable air,0,CFU_M3,EM_VAIR_M3
21052,8831607,2020-08-19,2020-08-19 00:00:00,V-92083-1-19AUG20-1,92083,9,ISO_9,V-92083-1,viable air,0,CFU_M3,EM_VAIR_M3
21053,8831609,2020-08-19,2020-08-19 00:00:00,V-92084-1-19AUG20-1,92084,9,ISO_9,V-92084-1,viable air,0,CFU_M3,EM_VAIR_M3
21068,8831667,2020-08-19,2020-08-19 00:00:00,V-91127-1-19AUG20-1,91127,9,ISO_9,V-91127-1,viable air,0,CFU_M3,EM_VAIR_M3
21069,8831669,2020-08-19,2020-08-19 00:00:00,V-91130-1-19AUG20-1,91130,9,ISO_9,V-91130-1,viable air,0,CFU_M3,EM_VAIR_M3
21070,8831671,2020-08-19,2020-08-19 00:00:00,V-91131-1-19AUG20-1,91131,9,ISO_9,V-91131-1,viable air,0,CFU_M3,EM_VAIR_M3
21071,8831673,2020-08-19,2020-08-19 00:00:00,V-91133-1-19AUG20-1,91133,9,ISO_9,V-91133-1,viable air,0,CFU_M3,EM_VAIR_M3
21072,8831675,2020-08-19,2020-08-19 00:00:00,V-91134-1-19AUG20-1,91134,9,ISO_9,V-91134-1,viable air,0,CFU_M3,EM_VAIR_M3
21078,8831597,2020-08-19,2020-08-19 00:00:00,V-91250-1-19AUG20-1,91250,9,ISO_9,V-91250-1,viable air,0,CFU_M3,EM_VAIR_M3
21082,8805328,2020-07-30,2020-07-30 00:00:00,V-93004-1-31DEC20-2,93004,9,ISO_9,V-93004-1,viable air,2,CFU_M3,EM_VAIR_M3
21083,8785667,2020-07-18,2020-07-18 00:00:00,V-91155-1-31JUL20-1,91155,9,ISO_8,V-91155-1,viable air,0,CFU_M3,EM_VAIR_M3
21084,8785668,2020-07-18,2020-07-18 00:00:00,V-91157-1-31JUL20-1,91157,9,ISO_8,V-91157-1,viable air,0,CFU_M3,EM_VAIR_M3
21085,8785669,2020-07-18,2020-07-18 00:00:00,V-91160-1-31JUL20-1,91160,9,ISO_8,V-91160-1,viable air,0,CFU_M3,EM_VAIR_M3
21086,8785670,2020-07-18,2020-07-18 00:00:00,V-91160-11-31JUL20-1,91160,9,ISO_8,V-91160-11,viable air,1,CFU_M3,EM_VAIR_M3
21087,8785673,2020-07-18,2020-07-18 00:00:00,V-91160-6-31JUL20-1,91160,9,ISO_8,V-91160-6,viable air,0,CFU_M3,EM_VAIR_M3
21088,8785671,2020-07-18,2020-07-18 00:00:00,V-91160-2-31JUL20-1,91160,9,ISO_8,V-91160-2,viable air,0,CFU_M3,EM_VAIR_M3
21089,8785672,2020-07-18,2020-07-18 00:00:00,V-91160-3-31JUL20-1,91160,9,ISO_8,V-91160-3,viable air,0,CFU_M3,EM_VAIR_M3
21090,8785674,2020-07-18,2020-07-18 00:00:00,V-91160-7-31JUL20-1,91160,9,ISO_8,V-91160-7,viable air,0,CFU_M3,EM_VAIR_M3
21091,8785675,2020-07-18,2020-07-18 00:00:00,V-91160-8-31JUL20-1,91160,9,ISO_8,V-91160-8,viable air,0,CFU_M3,EM_VAIR_M3
21098,8785676,2020-07-18,2020-07-18 00:00:00,V-91160-9-31JUL20-1,91160,9,ISO_8,V-91160-9,viable air,0,CFU_M3,EM_VAIR_M3
21099,8785677,2020-07-18,2020-07-18 00:00:00,V-91161-1-31JUL20-1,91161,9,ISO_8,V-91161-1,viable air,0,CFU_M3,EM_VAIR_M3
21100,8785678,2020-07-18,2020-07-18 00:00:00,V-91162-1-31JUL20-1,91162,9,ISO_8,V-91162-1,viable air,0,CFU_M3,EM_VAIR_M3
21101,8785679,2020-07-18,2020-07-18 00:00:00,V-91163-1-31JUL20-1,91163,9,ISO_8,V-91163-1,viable air,0,CFU_M3,EM_VAIR_M3
21102,8785680,2020-07-18,2020-07-18 00:00:00,V-91164-1-31JUL20-1,91164,9,ISO_8,V-91164-1,viable air,0,CFU_M3,EM_VAIR_M3
21103,8785687,2020-07-20,2020-07-20 00:00:00,V-91141-1-31JUL20-1,91141,9,ISO_8,V-91141-1,viable air,0,CFU_M3,EM_VAIR_M3
21104,8785688,2020-07-20,2020-07-20 00:00:00,V-91141-3-31JUL20-1,91141,9,ISO_8,V-91141-3,viable air,0,CFU_M3,EM_VAIR_M3
21105,8785689,2020-07-20,2020-07-20 00:00:00,V-91142-1-31JUL20-1,91142,9,ISO_8,V-91142-1,viable air,0,CFU_M3,EM_VAIR_M3
21106,8785690,2020-07-20,2020-07-20 00:00:00,V-91143-1-31JUL20-1,91143,9,ISO_8,V-91143-1,viable air,0,CFU_M3,EM_VAIR_M3
21107,8836323,2020-08-22,2020-08-22 00:00:00,S-92092-H-1-22AUG20-2,92092,9,ISO_5,S-92092-H-1,surface,0,CFU_25CM2,EM_RODAC
21108,8836324,2020-08-22,2020-08-22 00:00:00,V-92092-H-1-22AUG20-2,92092,9,ISO_5,V-92092-H-1,viable air,0,CFU_M3,EM_VAIR_M3
21109,8836326,2020-08-22,2020-08-22 00:00:00,V-92092-1-22AUG20-1,92092,9,ISO_8,V-92092-1,viable air,0,CFU_M3,EM_VAIR_M3
21110,8831529,2020-08-19,2020-08-19 00:00:00,V-91171-1-19AUG20-1,91171,9,ISO_8,V-91171-1,viable air,0,CFU_M3,EM_VAIR_M3
21117,8809264,2020-07-31,2020-07-31 00:00:00,V-91171-1-31JUL20-2,91171,9,ISO_8,V-91171-1,viable air,5,CFU_M3,EM_VAIR_M3
21118,8795807,2020-07-23,2020-07-23 00:00:00,V-91150-A-23JUL20-1,91150,9,ISO_9,V-91150-A,viable air,4,CFU_M3,EM_VAIR_M3
21133,8825705,2020-08-14,2020-08-14 00:00:00,V-91171-1-14AUG20-1,91171,9,ISO_8,V-91171-1,viable air,0,CFU_M3,EM_VAIR_M3
21146,8821986,2020-08-10,2020-08-10 00:00:00,S-91141-H-12-10AUG20-1,91141,9,ISO_5,S-91141-H-12,surface,0,CFU_25CM2,EM_RODAC
21163,8809262,2020-07-31,2020-07-31 00:00:00,V-91171-1-31JUL20-2,91171,9,ISO_8,V-91171-1,viable air,1,CFU_M3,EM_VAIR_M3
21177,8765269,2020-07-02,2020-07-02 00:00:00,V-92075-1-31JUL20-1,92075,9,ISO_9,V-92075-1,viable air,2,CFU_M3,EM_VAIR_M3
21178,8809266,2020-07-31,2020-07-31 00:00:00,V-91212-A-31JUL20-1,91212,9,ISO_8,V-91212-A,viable air,2,CFU_M3,EM_VAIR_M3
21183,8829015,2020-08-17,2020-08-17 00:00:00,V-92130E-3-17AUG20-2,92130,9,ISO_8,V-92130E-3,viable air,0,CFU_M3,EM_VAIR_M3
21198,8821970,2020-08-10,2020-08-10 00:00:00,V-91141-H-3-10AUG20-1,91141,9,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE,EM_VAIR_CONT
21199,8821971,2020-08-10,2020-08-10 00:00:00,V-91141-H-4-10AUG20-1,91141,9,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE,EM_VAIR_CONT
21200,8821972,2020-08-10,2020-08-10 00:00:00,V-91141-H-5-10AUG20-1,91141,9,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE,EM_VAIR_CONT
21201,8821973,2020-08-10,2020-08-10 00:00:00,SP-91141-H-1-10AUG20-1,91141,9,ISO_5,SP-91141-H-1,settle plate,0,CFU,EM_SETTLEPLATE
21202,8821974,2020-08-10,2020-08-10 00:00:00,SP-91141-H-2-10AUG20-1,91141,9,ISO_5,SP-91141-H-2,settle plate,0,CFU,EM_SETTLEPLATE
21203,8785544,2020-07-18,2020-07-18 00:00:00,W-92070S-1-31JUL20-1,92070,9,ISO_8,W-92070S-1,surface,0,CFU_25CM2,EM_RODAC
21204,8785541,2020-07-18,2020-07-18 00:00:00,F-92070S-1-31JUL20-1,92070,9,ISO_8,F-92070S-1,surface,0,CFU_25CM2,EM_RODAC
21205,8785542,2020-07-18,2020-07-18 00:00:00,F-92073S-1-31JUL20-1,92073,9,ISO_8,F-92073S-1,surface,0,CFU_25CM2,EM_RODAC
21206,8785543,2020-07-18,2020-07-18 00:00:00,F-92074S-1-31JUL20-1,92074,9,ISO_8,F-92074S-1,surface,0,CFU_25CM2,EM_RODAC
21207,8785545,2020-07-18,2020-07-18 00:00:00,W-92073S-1-31JUL20-1,92073,9,ISO_8,W-92073S-1,surface,0,CFU_25CM2,EM_RODAC
21208,8785546,2020-07-18,2020-07-18 00:00:00,W-92074S-1-31JUL20-1,92074,9,ISO_8,W-92074S-1,surface,0,CFU_25CM2,EM_RODAC
21209,8785547,2020-07-18,2020-07-18 00:00:00,W-92074S-2-31JUL20-1,92074,9,ISO_8,W-92074S-2,surface,0,CFU_25CM2,EM_RODAC
21210,8785548,2020-07-18,2020-07-18 00:00:00,W-92074S-3-31JUL20-1,92074,9,ISO_8,W-92074S-3,surface,0,CFU_25CM2,EM_RODAC
21213,8827954,2020-08-15,2020-08-15 00:00:00,V-91141-H-2-15AUG20-1,91141,9,ISO_8,V-91141-H-2,viable air,0,CFU_M3,EM_VAIR_M3
21214,8827955,2020-08-15,2020-08-15 00:00:00,V-91141-H-6-15AUG20-1,91141,9,ISO_8,V-91141-H-6,viable air,0,CFU_M3,EM_VAIR_M3
21216,8827956,2020-08-15,2020-08-15 00:00:00,V-91141-H-7-15AUG20-1,91141,9,ISO_8,V-91141-H-7,viable air,5,CFU_M3,EM_VAIR_M3
21223,8821975,2020-08-10,2020-08-10 00:00:00,S-91141-H-1-10AUG20-1,91141,9,ISO_8,S-91141-H-1,surface,0,CFU_25CM2,EM_RODAC
21224,8821976,2020-08-10,2020-08-10 00:00:00,S-91141-H-2-10AUG20-1,91141,9,ISO_8,S-91141-H-2,surface,0,CFU_25CM2,EM_RODAC
21225,8821977,2020-08-10,2020-08-10 00:00:00,S-91141-H-3-10AUG20-1,91141,9,ISO_8,S-91141-H-3,surface,0,CFU_25CM2,EM_RODAC
21226,8821978,2020-08-10,2020-08-10 00:00:00,S-91141-H-4-10AUG20-1,91141,9,ISO_5,S-91141-H-4,surface,0,CFU_25CM2,EM_RODAC
21227,8821979,2020-08-10,2020-08-10 00:00:00,S-91141-H-5-10AUG20-1,91141,9,ISO_5,S-91141-H-5,surface,0,CFU_25CM2,EM_RODAC
21228,8821980,2020-08-10,2020-08-10 00:00:00,S-91141-H-6-10AUG20-1,91141,9,ISO_5,S-91141-H-6,surface,0,CFU_25CM2,EM_RODAC
21229,8821981,2020-08-10,2020-08-10 00:00:00,S-91141-H-7-10AUG20-1,91141,9,ISO_5,S-91141-H-7,surface,0,CFU_25CM2,EM_RODAC
21230,8821982,2020-08-10,2020-08-10 00:00:00,S-91141-H-8-10AUG20-1,91141,9,ISO_5,S-91141-H-8,surface,0,CFU_25CM2,EM_RODAC
21231,8821983,2020-08-10,2020-08-10 00:00:00,S-91141-H-9-10AUG20-1,91141,9,ISO_5,S-91141-H-9,surface,0,CFU_25CM2,EM_RODAC
21232,8821984,2020-08-10,2020-08-10 00:00:00,S-91141-H-10-10AUG20-1,91141,9,ISO_5,S-91141-H-10,surface,0,CFU_25CM2,EM_RODAC
21233,8821985,2020-08-10,2020-08-10 00:00:00,S-91141-H-11-10AUG20-1,91141,9,ISO_5,S-91141-H-11,surface,0,CFU_25CM2,EM_RODAC
21234,8821987,2020-08-10,2020-08-10 00:00:00,S-91141-H-14-10AUG20-1,91141,9,ISO_5,S-91141-H-14,surface,0,CFU_25CM2,EM_RODAC
21235,8821988,2020-08-10,2020-08-10 00:00:00,S-91141-H-15-10AUG20-1,91141,9,ISO_5,S-91141-H-15,surface,0,CFU_25CM2,EM_RODAC
21236,8785549,2020-07-18,2020-07-18 00:00:00,W-92074S-4-31JUL20-1,92074,9,ISO_8,W-92074S-4,surface,0,CFU_25CM2,EM_RODAC
21237,8785550,2020-07-16,2020-07-16 00:00:00,F-92091S-1-31JUL20-1,92091,9,ISO_8,F-92091S-1,surface,0,CFU_25CM2,EM_RODAC
21238,8785551,2020-07-16,2020-07-16 00:00:00,F-92092AS-1-31JUL20-1,92092,9,ISO_8,F-92092AS-1,surface,0,CFU_25CM2,EM_RODAC
21239,8785552,2020-07-16,2020-07-16 00:00:00,F-92092S-1-31JUL20-1,92092,9,ISO_8,F-92092S-1,surface,0,CFU_25CM2,EM_RODAC
21240,8785553,2020-07-16,2020-07-16 00:00:00,F-92093S-1-31JUL20-1,92093,9,ISO_8,F-92093S-1,surface,0,CFU_25CM2,EM_RODAC
21241,8785554,2020-07-16,2020-07-16 00:00:00,W-92091S-1-31JUL20-1,92091,9,ISO_8,W-92091S-1,surface,0,CFU_25CM2,EM_RODAC
21242,8785555,2020-07-16,2020-07-16 00:00:00,W-92092S-1-31JUL20-1,92092,9,ISO_8,W-92092S-1,surface,0,CFU_25CM2,EM_RODAC
21243,8785556,2020-07-16,2020-07-16 00:00:00,W-92092S-2-31JUL20-1,92092,9,ISO_8,W-92092S-2,surface,0,CFU_25CM2,EM_RODAC
21244,8785559,2020-07-16,2020-07-16 00:00:00,WS-92092S-1-31JUL20-1,92092,9,ISO_8,WS-92092S-1,surface,0,CFU_25CM2,EM_RODAC
21245,8785557,2020-07-16,2020-07-16 00:00:00,W-92092S-3-31JUL20-1,92092,9,ISO_8,W-92092S-3,surface,0,CFU_25CM2,EM_RODAC
21246,8785558,2020-07-16,2020-07-16 00:00:00,W-92093S-1-31JUL20-1,92093,9,ISO_8,W-92093S-1,surface,0,CFU_25CM2,EM_RODAC
21247,8785560,2020-07-16,2020-07-16 00:00:00,WS-92092S-2-31JUL20-1,92092,9,ISO_8,WS-92092S-2,surface,0,CFU_25CM2,EM_RODAC
21249,8831611,2020-08-19,2020-08-19 00:00:00,V-92084-2-19AUG20-1,92084,9,ISO_9,V-92084-2,viable air,0,CFU_M3,EM_VAIR_M3
21250,8821989,2020-08-10,2020-08-10 00:00:00,S-91141-H-17-10AUG20-1,91141,9,ISO_5,S-91141-H-17,surface,0,CFU_25CM2,EM_RODAC
21251,8785565,2020-07-18,2020-07-18 00:00:00,V-92070-1-31JUL20-1,92070,9,ISO_8,V-92070-1,viable air,0,CFU_M3,EM_VAIR_M3
21252,8785566,2020-07-18,2020-07-18 00:00:00,V-92073-1-31JUL20-1,92073,9,ISO_8,V-92073-1,viable air,0,CFU_M3,EM_VAIR_M3
21253,8785567,2020-07-18,2020-07-18 00:00:00,V-92074-1-31JUL20-1,92074,9,ISO_8,V-92074-1,viable air,0,CFU_M3,EM_VAIR_M3
21254,8785568,2020-07-18,2020-07-18 00:00:00,V-92074-2-31JUL20-1,92074,9,ISO_8,V-92074-2,viable air,0,CFU_M3,EM_VAIR_M3
21255,8785575,2020-07-16,2020-07-16 00:00:00,V-92091-1-31JUL20-1,92091,9,ISO_8,V-92091-1,viable air,1,CFU_M3,EM_VAIR_M3
21256,8785576,2020-07-16,2020-07-16 00:00:00,V-92092-1-31JUL20-1,92092,9,ISO_8,V-92092-1,viable air,0,CFU_M3,EM_VAIR_M3
21257,8785577,2020-07-16,2020-07-16 00:00:00,V-92092-2-31JUL20-1,92092,9,ISO_8,V-92092-2,viable air,0,CFU_M3,EM_VAIR_M3
21258,8828178,2020-08-15,2020-08-15 00:00:00,V-91141-H-3-15AUG20-1,91141,9,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE,EM_VAIR_CONT
21259,8828179,2020-08-15,2020-08-15 00:00:00,V-91141-H-4-15AUG20-1,91141,9,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE,EM_VAIR_CONT
21260,8828180,2020-08-15,2020-08-15 00:00:00,V-91141-H-5-15AUG20-1,91141,9,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE,EM_VAIR_CONT
21261,8828182,2020-08-15,2020-08-15 00:00:00,SP-91141-H-2-15AUG20-1,91141,9,ISO_5,SP-91141-H-2,settle plate,0,CFU,EM_SETTLEPLATE
21262,8828183,2020-08-15,2020-08-15 00:00:00,S-91141-H-1-15AUG20-1,91141,9,ISO_8,S-91141-H-1,surface,0,CFU_25CM2,EM_RODAC
21263,8828184,2020-08-15,2020-08-15 00:00:00,S-91141-H-2-15AUG20-1,91141,9,ISO_8,S-91141-H-2,surface,0,CFU_25CM2,EM_RODAC
21264,8828185,2020-08-15,2020-08-15 00:00:00,S-91141-H-3-15AUG20-1,91141,9,ISO_8,S-91141-H-3,surface,0,CFU_25CM2,EM_RODAC
21265,8828186,2020-08-15,2020-08-15 00:00:00,S-91141-H-4-15AUG20-1,91141,9,ISO_5,S-91141-H-4,surface,0,CFU_25CM2,EM_RODAC
21266,8828187,2020-08-15,2020-08-15 00:00:00,S-91141-H-5-15AUG20-1,91141,9,ISO_5,S-91141-H-5,surface,0,CFU_25CM2,EM_RODAC
21267,8828188,2020-08-15,2020-08-15 00:00:00,S-91141-H-6-15AUG20-1,91141,9,ISO_5,S-91141-H-6,surface,0,CFU_25CM2,EM_RODAC
21268,8828189,2020-08-15,2020-08-15 00:00:00,S-91141-H-7-15AUG20-1,91141,9,ISO_5,S-91141-H-7,surface,0,CFU_25CM2,EM_RODAC
21269,8828190,2020-08-15,2020-08-15 00:00:00,S-91141-H-8-15AUG20-1,91141,9,ISO_5,S-91141-H-8,surface,0,CFU_25CM2,EM_RODAC
21270,8785040,2020-07-14,2020-07-14 00:00:00,V-92073-1-14JUL20-1,92073,9,ISO_8,V-92073-1,viable air,1,CFU_M3,EM_VAIR_M3
21271,8785686,2020-07-20,2020-07-20 00:00:00,V-91140-1-31JUL20-1,91140,9,ISO_8,V-91140-1,viable air,0,CFU_M3,EM_VAIR_M3
21279,8849721,2020-09-01,2020-09-01 00:00:00,SP-92092-H-1-01SEP20-1,92092,9,ISO_5,SP-92092-H-1,settle plate,0,CFU,EM_SETTLEPLATE
21280,8820710,2020-08-10,2020-08-10 00:00:00,V-91141-H-2-10AUG20-1,91141,9,ISO_8,V-91141-H-2,viable air,0,CFU_M3,EM_VAIR_M3
21281,8806434,2020-07-24,2020-07-24 00:00:00,F-91153S-1-30JUL20-1,91153,9,ISO_9,F-91153S-1,surface,1,CFU_25CM2,EM_RODAC
21282,8820712,2020-08-10,2020-08-10 00:00:00,V-91141-H-6-10AUG20-1,91141,9,ISO_8,V-91141-H-6,viable air,0,CFU_M3,EM_VAIR_M3
21283,8820714,2020-08-10,2020-08-10 00:00:00,V-91141-H-7-10AUG20-1,91141,9,ISO_8,V-91141-H-7,viable air,4,CFU_M3,EM_VAIR_M3
21286,8787397,2020-07-16,2020-07-16 00:00:00,S-92092-H-1-16JUL20-1,92092,9,ISO_5,S-92092-H-1,surface,0,CFU_25CM2,EM_RODAC
21287,8818917,2020-08-08,2020-08-08 00:00:00,V-91171-1-08AUG20-1,91171,9,ISO_8,V-91171-1,viable air,0,CFU_M3,EM_VAIR_M3
21288,8787398,2020-07-16,2020-07-16 00:00:00,V-92092-H-1-16JUL20-1,92092,9,ISO_5,V-92092-H-1,viable air,0,CFU_M3,EM_VAIR_M3
21328,8786760,2020-07-15,2020-07-15 00:00:00,S-91141-H-1-15JUL20-1,91141,9,ISO_8,S-91141-H-1,surface,0,CFU_25CM2,EM_RODAC
21329,8786761,2020-07-15,2020-07-15 00:00:00,S-91141-H-2-15JUL20-1,91141,9,ISO_8,S-91141-H-2,surface,0,CFU_25CM2,EM_RODAC
21330,8786762,2020-07-15,2020-07-15 00:00:00,S-91141-H-3-15JUL20-1,91141,9,ISO_8,S-91141-H-3,surface,0,CFU_25CM2,EM_RODAC
21331,8786763,2020-07-15,2020-07-15 00:00:00,S-91141-H-4-15JUL20-1,91141,9,ISO_5,S-91141-H-4,surface,0,CFU_25CM2,EM_RODAC
21332,8786764,2020-07-15,2020-07-15 00:00:00,S-91141-H-5-15JUL20-1,91141,9,ISO_5,S-91141-H-5,surface,0,CFU_25CM2,EM_RODAC
21333,8786765,2020-07-15,2020-07-15 00:00:00,S-91141-H-6-15JUL20-1,91141,9,ISO_5,S-91141-H-6,surface,0,CFU_25CM2,EM_RODAC
21334,8786766,2020-07-15,2020-07-15 00:00:00,S-91141-H-7-15JUL20-1,91141,9,ISO_5,S-91141-H-7,surface,0,CFU_25CM2,EM_RODAC
21335,8786767,2020-07-15,2020-07-15 00:00:00,S-91141-H-8-15JUL20-1,91141,9,ISO_5,S-91141-H-8,surface,0,CFU_25CM2,EM_RODAC
21336,8777667,2020-07-09,2020-07-09 00:00:00,V-91141-H-2-09JUL20-1,91141,9,ISO_8,V-91141-H-2,viable air,0,CFU_M3,EM_VAIR_M3
21337,8777668,2020-07-09,2020-07-09 00:00:00,V-91141-H-6-09JUL20-1,91141,9,ISO_8,V-91141-H-6,viable air,0,CFU_M3,EM_VAIR_M3
21338,8777669,2020-07-09,2020-07-09 00:00:00,V-91141-H-7-09JUL20-1,91141,9,ISO_8,V-91141-H-7,viable air,1,CFU_M3,EM_VAIR_M3
21339,8765318,2020-07-12,2020-07-12 00:00:00,V-91250-3-31AUG20-2,91250,9,ISO_9,V-91250-3,viable air,0,CFU_M3,EM_VAIR_M3
21342,8766576,2020-09-09,2020-09-09 00:00:00,V-92057-2 SDA-30SEP20-2,92057,9,ISO_8,V-92057-2 SDA,viable air,0,CFU_M3,EM_VAIR_M3
21343,8766594,2020-09-09,2020-09-09 00:00:00,V-92174-1 SDA-30SEP20-2,92174,9,ISO_8,V-92174-1 SDA,viable air,0,CFU_M3,EM_VAIR_M3
21344,8857614,2020-09-07,2020-09-07 00:00:00,S-91141-H-4-07SEP20-1,91141,9,ISO_5,S-91141-H-4,surface,0,CFU_25CM2,EM_RODAC
21345,8857615,2020-09-07,2020-09-07 00:00:00,S-91141-H-5-07SEP20-1,91141,9,ISO_5,S-91141-H-5,surface,0,CFU_25CM2,EM_RODAC
21346,8857616,2020-09-07,2020-09-07 00:00:00,S-91141-H-6-07SEP20-1,91141,9,ISO_5,S-91141-H-6,surface,0,CFU_25CM2,EM_RODAC
21347,8857620,2020-09-07,2020-09-07 00:00:00,S-91141-H-10-07SEP20-1,91141,9,ISO_5,S-91141-H-10,surface,0,CFU_25CM2,EM_RODAC
21348,8857618,2020-09-07,2020-09-07 00:00:00,S-91141-H-8-07SEP20-1,91141,9,ISO_5,S-91141-H-8,surface,0,CFU_25CM2,EM_RODAC
21349,8857619,2020-09-07,2020-09-07 00:00:00,S-91141-H-9-07SEP20-1,91141,9,ISO_5,S-91141-H-9,surface,0,CFU_25CM2,EM_RODAC
