sample_number,sampled_date,text_id,room,class,sample_site,sample_type,results,units
9687809,2022-08-09,W-91164S-2-31AUG22-1,91164,ISO_8,W-91164S-2,surface,0,CFU_25CM2
9688044,2022-08-09,V-91160-9-15AUG22-1,91160,ISO_8,V-91160-9,viable air,1,CFU_M3
9688047,2022-08-09,V-91161-1-15AUG22-1,91161,ISO_8,V-91161-1,viable air,0,CFU_M3
9687764,2022-08-09,F-91155S-1-31AUG22-1,91155,ISO_8,F-91155S-1,surface,1,CFU_25CM2
9687766,2022-08-09,F-91157S-1-31AUG22-1,91157,ISO_8,F-91157S-1,surface,0,CFU_25CM2
9687780,2022-08-09,F-91161S-1-31AUG22-1,91161,ISO_8,F-91161S-1,surface,0,CFU_25CM2
9687784,2022-08-09,F-91162S-1-31AUG22-1,91162,ISO_8,F-91162S-1,surface,0,CFU_25CM2
9687785,2022-08-09,F-91163S-1-31AUG22-1,91163,ISO_8,F-91163S-1,surface,0,CFU_25CM2
9687788,2022-08-09,F-91164S-1-31AUG22-1,91164,ISO_8,F-91164S-1,surface,0,CFU_25CM2
9688055,2022-08-09,V-91164-1-15AUG22-1,91164,ISO_8,V-91164-1,viable air,0,CFU_M3
9688035,2022-08-09,V-91160-11-15AUG22-1,91160,ISO_8,V-91160-11,viable air,0,CFU_M3
9688052,2022-08-09,V-91163-1-15AUG22-1,91163,ISO_8,V-91163-1,viable air,0,CFU_M3
9687769,2022-08-09,F-91160S-1-31AUG22-1,91160,ISO_8,F-91160S-1,surface,0,CFU_25CM2
9687771,2022-08-09,F-91160S-2-31AUG22-1,91160,ISO_8,F-91160S-2,surface,1,CFU_25CM2
9687774,2022-08-09,F-91160S-3-31AUG22-1,91160,ISO_8,F-91160S-3,surface,0,CFU_25CM2
9687776,2022-08-09,F-91160S-4-31AUG22-1,91160,ISO_8,F-91160S-4,surface,0,CFU_25CM2
9687778,2022-08-09,F-91160S-5-31AUG22-1,91160,ISO_8,F-91160S-5,surface,0,CFU_25CM2
9688038,2022-08-09,V-91160-6-15AUG22-1,91160,ISO_8,V-91160-6,viable air,0,CFU_M3
9688039,2022-08-09,V-91160-7-15AUG22-1,91160,ISO_8,V-91160-7,viable air,0,CFU_M3
9688041,2022-08-09,V-91160-8-15AUG22-1,91160,ISO_8,V-91160-8,viable air,0,CFU_M3
9698752,2022-08-10,SP-92092-H-1-10AUG22-1,92092,ISO_5,SP-92092-H-1,settle plate,0,CFU
9648496,2022-08-10,F-91151S-1-31AUG22-1,91151,ISO_8,F-91151S-1,surface,1,CFU_25CM2
9648497,2022-08-10,F-91151S-1-SDA-30SEP22-1,91151,ISO_8,F-91151S-1,surface,0,CFU_25CM2
9648528,2022-08-10,W-91154S-1-31AUG22-1,91154,ISO_8,W-91154S-1,surface,0,CFU_25CM2
9648498,2022-08-10,F-91154S-1-31AUG22-1,91154,ISO_8,F-91154S-1,surface,1,CFU_25CM2
9648499,2022-08-10,F-91154S-1-SDA-30SEP22-1,91154,ISO_8,F-91154S-1,surface,0,CFU_25CM2
9648529,2022-08-10,W-91154S-1-SDA-30SEP22-1,91154,ISO_8,W-91154S-1,surface,0,CFU_25CM2
9648508,2022-08-10,F-91172S-2-31AUG22-1,91172,ISO_8,F-91172S-2,surface,0,CFU_25CM2
9648509,2022-08-10,F-91172S-2-SDA-30SEP22-1,91172,ISO_8,F-91172S-2,surface,0,CFU_25CM2
9648542,2022-08-10,W-91178S-1-31AUG22-1,91178,ISO_8,W-91178S-1,surface,0,CFU_25CM2
9648543,2022-08-10,W-91178S-1-SDA-30SEP22-1,91178,ISO_8,W-91178S-1,surface,0,CFU_25CM2
9648526,2022-08-10,F-91178S-1-31AUG22-1,91178,ISO_8,F-91178S-1,surface,0,CFU_25CM2
9648527,2022-08-10,F-91178S-1-SDA-30SEP22-1,91178,ISO_8,F-91178S-1,surface,0,CFU_25CM2
9648506,2022-08-10,F-91172S-1-31AUG22-1,91172,ISO_8,F-91172S-1,surface,0,CFU_25CM2
9648507,2022-08-10,F-91172S-1-SDA-30SEP22-1,91172,ISO_8,F-91172S-1,surface,2,CFU_25CM2
9688110,2022-08-10,V-91172-1-31AUG22-1,91172,ISO_8,V-91172-1,viable air,0,CFU_M3
9648524,2022-08-10,F-91177S-1-31AUG22-1,91177,ISO_8,F-91177S-1,surface,0,CFU_25CM2
9648525,2022-08-10,F-91177S-1-SDA-30SEP22-1,91177,ISO_8,F-91177S-1,surface,0,CFU_25CM2
9648534,2022-08-10,W-91172S-1-31AUG22-1,91172,ISO_8,W-91172S-1,surface,0,CFU_25CM2
9648535,2022-08-10,W-91172S-1-SDA-30SEP22-1,91172,ISO_8,W-91172S-1,surface,0,CFU_25CM2
9688093,2022-08-10,SP-91172-1-31AUG22-1,91172,ISO_8,SP-91172-1,settle plate,0,CFU
9648638,2022-08-10,V-91172-1 SDA-30SEP22-1,91172,ISO_8,V-91172-1 SDA,viable air,0,CFU_M3
9648522,2022-08-10,F-91176S-1-31AUG22-1,91176,ISO_8,F-91176S-1,surface,0,CFU_25CM2
9648523,2022-08-10,F-91176S-1-SDA-30SEP22-1,91176,ISO_8,F-91176S-1,surface,0,CFU_25CM2
9688091,2022-08-10,SP-91171-1-31AUG22-1,91171,ISO_8,SP-91171-1,settle plate,0,CFU
9648540,2022-08-10,W-91176S-1-31AUG22-1,91176,ISO_8,W-91176S-1,surface,0,CFU_25CM2
9648541,2022-08-10,W-91176S-1-SDA-30SEP22-1,91176,ISO_8,W-91176S-1,surface,0,CFU_25CM2
9648514,2022-08-10,F-91172S-5-31AUG22-1,91172,ISO_8,F-91172S-5,surface,0,CFU_25CM2
9648515,2022-08-10,F-91172S-5-SDA-30SEP22-1,91172,ISO_8,F-91172S-5,surface,1,CFU_25CM2
9688121,2022-08-10,V-91177-1-31AUG22-1,91177,ISO_8,V-91177-1,viable air,1,CFU_M3
9648520,2022-08-10,F-91175S-1-31AUG22-1,91175,ISO_8,F-91175S-1,surface,0,CFU_25CM2
9648521,2022-08-10,F-91175S-1-SDA-30SEP22-1,91175,ISO_8,F-91175S-1,surface,0,CFU_25CM2
9648518,2022-08-10,F-91174S-1-31AUG22-1,91174,ISO_8,F-91174S-1,surface,4,CFU_25CM2
9648519,2022-08-10,F-91174S-1-SDA-30SEP22-1,91174,ISO_8,F-91174S-1,surface,0,CFU_25CM2
9648647,2022-08-10,V-91177-1 SDA-30SEP22-1,91177,ISO_8,V-91177-1 SDA,viable air,1,CFU_M3
9688095,2022-08-10,V-91151-1-31AUG22-1,91151,ISO_8,V-91151-1,viable air,0,CFU_M3
9648516,2022-08-10,F-91173S-1-31AUG22-1,91173,ISO_8,F-91173S-1,surface,1,CFU_25CM2
9648517,2022-08-10,F-91173S-1-SDA-30SEP22-1,91173,ISO_8,F-91173S-1,surface,0,CFU_25CM2
9648538,2022-08-10,W-91173S-1-31AUG22-1,91173,ISO_8,W-91173S-1,surface,0,CFU_25CM2
9648539,2022-08-10,W-91173S-1-SDA-30SEP22-1,91173,ISO_8,W-91173S-1,surface,0,CFU_25CM2
9648630,2022-08-10,V-91151-1 SDA-30SEP22-1,91151,ISO_8,V-91151-1 SDA,viable air,0,CFU_M3
9688097,2022-08-10,V-91154-1-31AUG22-1,91154,ISO_8,V-91154-1,viable air,0,CFU_M3
9648631,2022-08-10,V-91154-1 SDA-30SEP22-1,91154,ISO_8,V-91154-1 SDA,viable air,0,CFU_M3
9648510,2022-08-10,F-91172S-3-31AUG22-1,91172,ISO_8,F-91172S-3,surface,0,CFU_25CM2
9648511,2022-08-10,F-91172S-3-SDA-30SEP22-1,91172,ISO_8,F-91172S-3,surface,0,CFU_25CM2
9648512,2022-08-10,F-91172S-4-31AUG22-1,91172,ISO_8,F-91172S-4,surface,0,CFU_25CM2
9648513,2022-08-10,F-91172S-4-SDA-30SEP22-1,91172,ISO_8,F-91172S-4,surface,0,CFU_25CM2
9648536,2022-08-10,W-91172S-2-31AUG22-1,91172,ISO_8,W-91172S-2,surface,0,CFU_25CM2
9648537,2022-08-10,W-91172S-2-SDA-30SEP22-1,91172,ISO_8,W-91172S-2,surface,0,CFU_25CM2
9648504,2022-08-10,F-91171S-2-31AUG22-1,91171,ISO_8,F-91171S-2,surface,0,CFU_25CM2
9648505,2022-08-10,F-91171S-2-SDA-30SEP22-1,91171,ISO_8,F-91171S-2,surface,0,CFU_25CM2
9688122,2022-08-10,V-91178-1-31AUG22-1,91178,ISO_8,V-91178-1,viable air,1,CFU_M3
9648532,2022-08-10,W-91171S-1-31AUG22-1,91171,ISO_8,W-91171S-1,surface,0,CFU_25CM2
9648533,2022-08-10,W-91171S-1-SDA-30SEP22-1,91171,ISO_8,W-91171S-1,surface,0,CFU_25CM2
9648502,2022-08-10,F-91171S-1-31AUG22-1,91171,ISO_8,F-91171S-1,surface,0,CFU_25CM2
9648503,2022-08-10,F-91171S-1-SDA-30SEP22-1,91171,ISO_8,F-91171S-1,surface,0,CFU_25CM2
9648530,2022-08-10,W-91170S-1-31AUG22-1,91170,ISO_8,W-91170S-1,surface,0,CFU_25CM2
9648531,2022-08-10,W-91170S-1-SDA-30SEP22-1,91170,ISO_8,W-91170S-1,surface,0,CFU_25CM2
9648500,2022-08-10,F-91170S-1-31AUG22-1,91170,ISO_8,F-91170S-1,surface,0,CFU_25CM2
9648501,2022-08-10,F-91170S-1-SDA-30SEP22-1,91170,ISO_8,F-91170S-1,surface,0,CFU_25CM2
9648648,2022-08-10,V-91178-1 SDA-30SEP22-1,91178,ISO_8,V-91178-1 SDA,viable air,0,CFU_M3
9688112,2022-08-10,V-91172-2-31AUG22-1,91172,ISO_8,V-91172-2,viable air,1,CFU_M3
9648639,2022-08-10,V-91172-2 SDA-30SEP22-1,91172,ISO_8,V-91172-2 SDA,viable air,0,CFU_M3
9688120,2022-08-10,V-91176-1-31AUG22-1,91176,ISO_8,V-91176-1,viable air,0,CFU_M3
9648646,2022-08-10,V-91176-1 SDA-30SEP22-1,91176,ISO_8,V-91176-1 SDA,viable air,0,CFU_M3
9688114,2022-08-10,V-91172-3-31AUG22-1,91172,ISO_8,V-91172-3,viable air,0,CFU_M3
9688098,2022-08-10,V-91170-1-31AUG22-1,91170,ISO_8,V-91170-1,viable air,0,CFU_M3
9648640,2022-08-10,V-91172-3 SDA-30SEP22-1,91172,ISO_8,V-91172-3 SDA,viable air,0,CFU_M3
9648632,2022-08-10,V-91170-1 SDA-30SEP22-1,91170,ISO_8,V-91170-1 SDA,viable air,0,CFU_M3
9688119,2022-08-10,V-91175-1-31AUG22-1,91175,ISO_8,V-91175-1,viable air,0,CFU_M3
9688118,2022-08-10,V-91174-1-31AUG22-1,91174,ISO_8,V-91174-1,viable air,1,CFU_M3
9648645,2022-08-10,V-91175-1 SDA-30SEP22-1,91175,ISO_8,V-91175-1 SDA,viable air,0,CFU_M3
9648644,2022-08-10,V-91174-1 SDA-30SEP22-1,91174,ISO_8,V-91174-1 SDA,viable air,0,CFU_M3
9688117,2022-08-10,V-91173-1-31AUG22-1,91173,ISO_8,V-91173-1,viable air,0,CFU_M3
9648643,2022-08-10,V-91173-1 SDA-30SEP22-1,91173,ISO_8,V-91173-1 SDA,viable air,0,CFU_M3
9688116,2022-08-10,V-91172-5-31AUG22-1,91172,ISO_8,V-91172-5,viable air,0,CFU_M3
9648642,2022-08-10,V-91172-5 SDA-30SEP22-1,91172,ISO_8,V-91172-5 SDA,viable air,0,CFU_M3
9688115,2022-08-10,V-91172-4-31AUG22-1,91172,ISO_8,V-91172-4,viable air,0,CFU_M3
9648641,2022-08-10,V-91172-4 SDA-30SEP22-1,91172,ISO_8,V-91172-4 SDA,viable air,0,CFU_M3
9688108,2022-08-10,V-91171-5-31AUG22-1,91171,ISO_8,V-91171-5,viable air,0,CFU_M3
9648637,2022-08-10,V-91171-5 SDA-30SEP22-1,91171,ISO_8,V-91171-5 SDA,viable air,0,CFU_M3
9688100,2022-08-10,V-91171-1-31AUG22-1,91171,ISO_8,V-91171-1,viable air,0,CFU_M3
9688104,2022-08-10,V-91171-3-31AUG22-1,91171,ISO_8,V-91171-3,viable air,0,CFU_M3
9648633,2022-08-10,V-91171-1 SDA-30SEP22-1,91171,ISO_8,V-91171-1 SDA,viable air,0,CFU_M3
9648635,2022-08-10,V-91171-3 SDA-30SEP22-1,91171,ISO_8,V-91171-3 SDA,viable air,0,CFU_M3
9688102,2022-08-10,V-91171-2-31AUG22-1,91171,ISO_8,V-91171-2,viable air,0,CFU_M3
9648634,2022-08-10,V-91171-2 SDA-30SEP22-1,91171,ISO_8,V-91171-2 SDA,viable air,0,CFU_M3
9688106,2022-08-10,V-91171-4-31AUG22-1,91171,ISO_8,V-91171-4,viable air,0,CFU_M3
9648636,2022-08-10,V-91171-4 SDA-30SEP22-1,91171,ISO_8,V-91171-4 SDA,viable air,0,CFU_M3
9694992,2022-08-10,S-92092-H-1-13AUG22-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9694996,2022-08-10,V-92092-H-1-13AUG22-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9699797,2022-08-10,V-91141-H-3-11AUG22-1,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
9699798,2022-08-10,V-91141-H-4-11AUG22-1,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
9699799,2022-08-10,V-91141-H-5-11AUG22-1,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
9699800,2022-08-10,SP-91141-H-1-11AUG22-1,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
9699801,2022-08-10,SP-91141-H-2-11AUG22-1,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
9699767,2022-08-11,SP-91141-H-3-11AUG22-1,91141,ISO_8,SP-91141-H-3,settle plate,0,CFU
9699768,2022-08-11,V-91141-H-2-11AUG22-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
9699762,2022-08-11,V-91141-H-6-11AUG22-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
9699763,2022-08-11,V-91141-H-7-11AUG22-1,91141,ISO_8,V-91141-H-7,viable air,0,CFU_M3
9700987,2022-08-11,V-91141-H-3-00EMPTY0-6,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
9700988,2022-08-11,V-91141-H-4-11AUG22-2,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
9700989,2022-08-11,V-91141-H-5-11AUG22-2,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
9700990,2022-08-11,SP-91141-H-1-11AUG22-2,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
9700991,2022-08-11,SP-91141-H-2-11AUG22-2,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
9687081,2022-08-11,SP-91212-1-31AUG22-1,91212,ISO_8,SP-91212-1,settle plate,0,CFU
9687095,2022-08-11,V-91260A-1-31AUG22-1,91260,ISO_8,V-91260A-1,viable air,0,CFU_M3
9687098,2022-08-11,V-91260A-2-31AUG22-1,91260,ISO_8,V-91260A-2,viable air,0,CFU_M3
9687104,2022-08-11,V-91263-1-31AUG22-1,91263,ISO_8,V-91263-1,viable air,0,CFU_M3
9687100,2022-08-11,V-91261-1-31AUG22-1,91261,ISO_8,V-91261-1,viable air,0,CFU_M3
9699866,2022-08-11,SP-92092-H-1-11AUG22-1,92092,ISO_5,SP-92092-H-1,settle plate,0,CFU
9646579,2022-08-11,W-91213S-2-SDA-30SEP22-1,91213,ISO_8,W-91213S-2,surface,0,CFU_25CM2
9646521,2022-08-11,F-91213S-2-SDA-30SEP22-1,91213,ISO_8,F-91213S-2,surface,0,CFU_25CM2
9646515,2022-08-11,F-91213S-1-SDA-30SEP22-1,91213,ISO_8,F-91213S-1,surface,0,CFU_25CM2
9646572,2022-08-11,W-91213S-1-SDA-30SEP22-1,91213,ISO_8,W-91213S-1,surface,0,CFU_25CM2
9687090,2022-08-11,V-91213-1-31AUG22-1,91213,ISO_8,V-91213-1,viable air,0,CFU_M3
9646951,2022-08-11,V-91213-1 SDA-30SEP22-1,91213,ISO_8,V-91213-1 SDA,viable air,0,CFU_M3
9687092,2022-08-11,V-91213-2-31AUG22-1,91213,ISO_8,V-91213-2,viable air,0,CFU_M3
9646957,2022-08-11,V-91213-2 SDA-30SEP22-1,91213,ISO_8,V-91213-2 SDA,viable air,0,CFU_M3
9687082,2022-08-11,V-91210-1-31AUG22-1,91210,ISO_8,V-91210-1,viable air,0,CFU_M3
9687087,2022-08-11,V-91212-2-31AUG22-1,91212,ISO_8,V-91212-2,viable air,0,CFU_M3
9687085,2022-08-11,V-91212-1-31AUG22-1,91212,ISO_8,V-91212-1,viable air,0,CFU_M3
9699863,2022-08-11,S-92092-H-1-11AUG22-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
9701000,2022-08-11,V-91141-H-3-11AUG22-2,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
9701001,2022-08-11,V-91141-H-4-11AUG22-3,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
9701002,2022-08-11,V-91141-H-5-11AUG22-3,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
9701003,2022-08-11,SP-91141-H-1-11AUG22-3,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
9701004,2022-08-11,SP-91141-H-2-11AUG22-3,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
9699864,2022-08-11,V-92092-H-1-11AUG22-1,92092,ISO_5,V-92092-H-1,viable air,0,CFU_M3
9698478,2022-08-11,S-91141-H-1-13AUG22-1,91141,ISO_8,S-91141-H-1,surface,0,CFU_25CM2
9698480,2022-08-11,S-91141-H-3-13AUG22-1,91141,ISO_8,S-91141-H-3,surface,0,CFU_25CM2
9698479,2022-08-11,S-91141-H-2-13AUG22-1,91141,ISO_8,S-91141-H-2,surface,0,CFU_25CM2
9698469,2022-08-11,S-91141-H-12-13AUG22-1,91141,ISO_5,S-91141-H-12,surface,0,CFU_25CM2
9698472,2022-08-11,S-91141-H-17-13AUG22-1,91141,ISO_5,S-91141-H-17,surface,0,CFU_25CM2
9698470,2022-08-11,S-91141-H-14-13AUG22-1,91141,ISO_5,S-91141-H-14,surface,0,CFU_25CM2
9698471,2022-08-11,S-91141-H-15-13AUG22-1,91141,ISO_5,S-91141-H-15,surface,0,CFU_25CM2
9698468,2022-08-11,S-91141-H-11-13AUG22-1,91141,ISO_5,S-91141-H-11,surface,0,CFU_25CM2
9698467,2022-08-11,S-91141-H-10-13AUG22-1,91141,ISO_5,S-91141-H-10,surface,0,CFU_25CM2
9698466,2022-08-11,S-91141-H-9-13AUG22-1,91141,ISO_5,S-91141-H-9,surface,0,CFU_25CM2
9698465,2022-08-11,S-91141-H-8-13AUG22-1,91141,ISO_5,S-91141-H-8,surface,0,CFU_25CM2
9698461,2022-08-11,S-91141-H-4-13AUG22-1,91141,ISO_5,S-91141-H-4,surface,0,CFU_25CM2
9698462,2022-08-11,S-91141-H-5-13AUG22-1,91141,ISO_5,S-91141-H-5,surface,0,CFU_25CM2
9698463,2022-08-11,S-91141-H-6-13AUG22-1,91141,ISO_5,S-91141-H-6,surface,0,CFU_25CM2
9698464,2022-08-11,S-91141-H-7-13AUG22-1,91141,ISO_5,S-91141-H-7,surface,0,CFU_25CM2
9703081,2022-08-13,SP-91141-H-3-16AUG22-1,91141,ISO_8,SP-91141-H-3,settle plate,0,CFU
9703082,2022-08-13,V-91141-H-2-16AUG22-1,91141,ISO_8,V-91141-H-2,viable air,0,CFU_M3
9703076,2022-08-13,V-91141-H-6-16AUG22-1,91141,ISO_8,V-91141-H-6,viable air,0,CFU_M3
9703077,2022-08-13,V-91141-H-7-16AUG22-1,91141,ISO_8,V-91141-H-7,viable air,1,CFU_M3
9703264,2022-08-13,V-91141-H-3-13AUG22-1,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
9703265,2022-08-13,V-91141-H-4-13AUG22-1,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
9703266,2022-08-13,V-91141-H-5-13AUG22-1,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
9703267,2022-08-13,SP-91141-H-1-13AUG22-1,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
9703268,2022-08-13,SP-91141-H-2-13AUG22-1,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
9703688,2022-08-14,V-91141-H-3-14AUG22-1,91141,ISO_5,V-91141-H-3,BDU,0,CFU_PLATE
9703689,2022-08-14,V-91141-H-4-14AUG22-1,91141,ISO_5,V-91141-H-4,BDU,0,CFU_PLATE
9703690,2022-08-14,V-91141-H-5-14AUG22-1,91141,ISO_5,V-91141-H-5,BDU,0,CFU_PLATE
9703691,2022-08-14,SP-91141-H-1-14AUG22-1,91141,ISO_5,SP-91141-H-1,settle plate,0,CFU
9703692,2022-08-14,SP-91141-H-2-14AUG22-1,91141,ISO_5,SP-91141-H-2,settle plate,0,CFU
9703269,2022-08-14,S-91141-H-1-16AUG22-1,91141,ISO_8,S-91141-H-1,surface,0,CFU_25CM2
9703270,2022-08-14,S-91141-H-2-16AUG22-1,91141,ISO_8,S-91141-H-2,surface,0,CFU_25CM2
9703271,2022-08-14,S-91141-H-3-16AUG22-1,91141,ISO_8,S-91141-H-3,surface,0,CFU_25CM2
9703056,2022-08-14,S-91141-H-8-16AUG22-1,91141,ISO_5,S-91141-H-8,surface,0,CFU_25CM2
9703059,2022-08-14,S-91141-H-11-16AUG22-1,91141,ISO_5,S-91141-H-11,surface,0,CFU_25CM2
9703058,2022-08-14,S-91141-H-10-16AUG22-1,91141,ISO_5,S-91141-H-10,surface,0,CFU_25CM2
9703062,2022-08-14,S-91141-H-15-16AUG22-1,91141,ISO_5,S-91141-H-15,surface,0,CFU_25CM2
9703057,2022-08-14,S-91141-H-9-16AUG22-1,91141,ISO_5,S-91141-H-9,surface,0,CFU_25CM2
9703055,2022-08-14,S-91141-H-7-16AUG22-1,91141,ISO_5,S-91141-H-7,surface,0,CFU_25CM2
9703054,2022-08-14,S-91141-H-6-16AUG22-1,91141,ISO_5,S-91141-H-6,surface,0,CFU_25CM2
9703061,2022-08-14,S-91141-H-14-16AUG22-1,91141,ISO_5,S-91141-H-14,surface,0,CFU_25CM2
9703053,2022-08-14,S-91141-H-5-16AUG22-1,91141,ISO_5,S-91141-H-5,surface,0,CFU_25CM2
9703052,2022-08-14,S-91141-H-4-16AUG22-1,91141,ISO_5,S-91141-H-4,surface,0,CFU_25CM2
9703063,2022-08-14,S-91141-H-17-16AUG22-1,91141,ISO_5,S-91141-H-17,surface,0,CFU_25CM2
9703060,2022-08-14,S-91141-H-12-16AUG22-1,91141,ISO_5,S-91141-H-12,surface,0,CFU_25CM2
9703679,2022-08-14,SP-92092-H-1-14AUG22-1,92092,ISO_5,SP-92092-H-1,settle plate,0,CFU
9702384,2022-08-14,S-92092-H-1-20AUG22-1,92092,ISO_5,S-92092-H-1,surface,0,CFU_25CM2
